被评论的商品ID,被评论的商品类别,评论账号,评论人的URL,评论内容,评论地点,评论时间,评论URL,评论来源,标签,采集日期,评价
NULL,NULL,d***7,NULL,旅行十分愉快，特别划算，等朋友来玩儿的时候还会选的,NULL,2015-04-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***4,NULL,服务态度非常好，这次旅行很愉快，下次还会来的,NULL,2015-04-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***6,NULL,玩的挺好的。价格便宜没有强制消费   愉快的玩了两天,NULL,2015-04-28,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***3,NULL,这两天天气很好，玩得很开心， 88块钱很划算，以后有机会还会再来这家,NULL,2015-04-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***0,NULL,朋友介绍的。还不错，导游讲解的很详细。是正规的 。,NULL,2015-04-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,b***a,NULL,给朋友团购的，朋友说挺好的，挺值得，68元团购玩两天，赞一下！,NULL,2015-04-19,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,W***2,NULL,在网上团购的，之前还有所怀疑，结果去了之后感觉挺好的和行程上一样，以后家人来北京了一定还报这家旅行社的，值得推荐。,NULL,2015-04-19,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***5,NULL,第一次去觉的挺满意的，服务态度好而且挺划算的值得推荐,NULL,2015-04-19,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,帅***孩,NULL,可能是在北京太多的旅游团，比较烂，团购68，半路还要收费。景点没有去几个，就带着购物。害我被骗买了个什么皮邱，两千多没有了。很不爽的一次团购。,NULL,2015-03-15,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,q***9,NULL,原来那么便宜的原因，就是上车补钱，还能接受没人补120元，长城去的是没游人的长城，不是最大最旺有人多的长城，下午基本就是购物游，第二天决定不去，因为还要补钱！,NULL,2015-02-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,芳***8,NULL,各种购物点，不买东西态度极差！,NULL,2015-01-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,F***Y,NULL,还可以吧！毕竟就这几块钱、长城线的导游真心不厚道，强制性消费，自费节目心甘情愿、但是强制性消费就不对了！,NULL,2015-01-19,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,蓝***乔,NULL,这么便宜的价钱，确实是忽悠人的，每天都有加一百左右的项目，否则玩不了，购物比游玩的时间长。,NULL,2014-11-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***9,NULL,玩的挺好  中途有一个自费项目是去看杂技马戏  挺刺激的  表演的都是高难度动作  挺直滴  主要还是接电话的小姐说的很清楚中途有个自费  让我们明明白白消费  其实现在出来玩也不差钱  主要是让我们消费在明处   有什么提前说清楚 玩的挺好  中途有一个自费项目是去看杂技马戏  挺刺激的  表演的都是高难度动作  挺直滴  主要还是接电话的小姐说的很清楚中途有个自费  让我们明明白白消费  其实现在出来玩也不差钱  主要是让我们消费在明处...展开全部,NULL,2014-11-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,S***5,NULL,妈的，太啃爹了，说的免费看升国旗，结果导游解释管理严格，不是她不带你去。说到八达岭，结果是长城水关，下车时还另收每人100元，解释说导游费，下车以为完事了，结果还坐游览车，步行1分钟的路程收费每人5元。然后带你去消费的玉器的地方让你去买。真不知道上面评论那么好是不是内部人员刷出来的。 妈的，太啃爹了，说的免费看升国旗，结果导游解释管理严格，不是她不带你去。说到八达岭，结果是长城水关，下车时还另收每人100元，解释说导游费，下车以为完事了，结果还坐游览车，步行1分钟的路程收费每人5元。然后带你去消费的玉器的地方让你去买。真...展开全部,NULL,2014-11-16,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,家***哥,NULL,太差劲了，根本就是瞎吹牛逼，和描述根本不符啊，太坑人了，每天都有一个100元的自费景点，每天五点就叫你起床，七点钟能到集合点，带你去个景点晃一圈，然后就这儿购物那儿购物，唉便宜没好货啊！坑爹啊！！太坑嗲了！！,NULL,2014-10-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,5***u,NULL,北京旅游团购好烂。。。。方便，但有些导游素质不行,NULL,2014-10-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,睿***1,NULL,便宜没好货，好货不便宜，这次旅游太坑爹了，让人彻底非常失望。长城去的是水关长城，只给了1.5小时，一天其余时间都在逛购物店。,NULL,2014-07-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***4,NULL,商家服务很好  承诺的都做到了  团购就是便宜  比同车的游客便宜100多  继续支持点评网,NULL,2014-07-01,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***8,NULL,每天早上四点就把你叫醒，完事就做车上到处接人，进购物店的时间比景点多，比如四点上车，9点半之前不是做车上就是在奥体购物店，然后去万寿寺，导游一个劲地推销香火，根本不给时间自由活动，接着11点进颐和园，从进园到出园总共就40分钟，全在赶路，没有时间照相，出来以后就吃饭（多亏自己有面包，啥也没有吃），吃完又去逛店，最后3点半到了故宫，进了故宫就找不着导游了，NND，天坛、天安门也没有去。强烈要求把天坛和颐和园的门票钱推给我。车上导游还恐吓游客。 每天早上四点就把你叫醒，完事就做车上到处接人，进购物店的时间比景点多，比如四点上车，9点半之前不是做车上就是在奥体购物店，然后去万寿寺，导游一个劲地推销香火，根本不给时间自由活动，接着11点进颐和园，从进园到出园总共就40分钟，全在赶路，没...展开全部,NULL,2014-06-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***9,NULL,玩的还好  很满意  下次还来  谢谢客服人员,NULL,2014-06-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,t***5,NULL,蛮优惠的，而且导游很负责，也比较实在，美中不足还是有一点点的，如果改进就完美了，总之，这次团购很开心，大家放心来此家吧，有什么自费的，他们都会提前跟客人说好，不会在半路乱喊价，结束旅游还有售后服务，今天在同车上遇到两**，真的无语，其实导游也蛮辛苦的，大家应该互相理解，谢谢刘导！也希望来这家的朋友旅途快乐！ 蛮优惠的，而且导游很负责，也比较实在，美中不足还是有一点点的，如果改进就完美了，总之，这次团购很开心，大家放心来此家吧，有什么自费的，他们都会提前跟客人说好，不会在半路乱喊价，结束旅游还有售后服务，今天在同车上遇到两**，真的无语，其实导游...展开全部,NULL,2014-05-19,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,t***3,NULL,总体挺好的！早上一早登长城，去了十三陵看看，然后去看了表演，终点是在鸟巢下车。导游讲解的很全面！,NULL,2014-05-19,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,大***奶,NULL,骗子说两天80自费80变1天就自费100了，两日游变一日游了太能坑人了，打电话就不接电话了，把客户拉黑名单了还,NULL,2014-03-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,w***9,NULL,谢谢啦  总体来说还不错  导游讲解很到位  还讲很多北京的典故    虽然有购物景点  但不强制消费   毕竟团费底  理解旅行社  展开全部,NULL,2014-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,娜***璐,NULL,一颗星都不想给，虽然知道这么便宜肯定是有什么额外的要求，已经有了心里准备。但是万万没想到啊，想着总是很多购物点要去，但是商家还是坚持了没有下限的原则。本来以为在大众点评网上买有一定的保证，毕竟白纸黑字，其实完全可以写明有强制消费，这样还觉得可以接受。上了车，过了半天才说有每人85的强制消费，不消费就下车，想着上了贼车，导游都“告诫”说强龙不压地头蛇，说了N多的话，就是软硬兼施要你付钱。一天下来基本上没有上面说的那些景点，大部分时间都在购物点，还是好几个。第二天学聪明了，先问了有没有强制消费，果然又有，每人100，又问可不可以不消费，导游答不消费别上车，果断不去，懒得扯皮已经付的钱。一直在想我们国家不是已经颁发相关规定了吗？为什么总是不能贯彻执行，现在明白了，连北京，北京哎，相关法律规定的始源，本应最严肃的地方，都不外如是，那何谈到地方之后的效果。 一颗星都不想给，虽然知道这么便宜肯定是有什么额外的要求，已经有了心里准备。但是万万没想到啊，想着总是很多购物点要去，但是商家还是坚持了没有下限的原则。本来以为在大众点评网上买有一定的保证，毕竟白纸黑字，其实完全可以写明有强制消费，这样还觉得...展开全部,NULL,2014-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,兔***0,NULL,一颗星都不想打的，强制性消费第一天说看杂技每人交80元，第二天说在去看杂技每人100元，必须付钱不看蹲门口也要交钱，要么你就不要去了，这是什么破规定阿，团购上的天安门，万寿寺，十三陵都没有去，鸟巢水立方也是丢在门口车就走了，说跟广告上肯定有初入，来接的司机态度极差说话都很不客气，导游说也不看看你们给了多少钱，我会投入大众点评，维权到底 一颗星都不想打的，强制性消费第一天说看杂技每人交80元，第二天说在去看杂技每人100元，必须付钱不看蹲门口也要交钱，要么你就不要去了，这是什么破规定阿，团购上的天安门，万寿寺，十三陵都没有去，鸟巢水立方也是丢在门口车就走了，说跟广告上肯定有...展开全部,NULL,2014-02-04,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***哭,NULL,完全上当受骗，失望！,NULL,2014-01-02,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,6***x,NULL,很差！强制消费100元！并且是拼团，给完卷号就联系不上人了！,NULL,2013-12-05,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,y***0,NULL,骗人的，极度不满意，业务员态度极其恶劣，直接叫游客滚蛋,NULL,2013-11-16,http://t.dianping.com/ajax/detailDealRate?dealGroupId=319029&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,L***2,NULL,高大上的住宿，环境好，配套设施齐全，价格适中，赞！,NULL,2015-04-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,第***z,NULL,好在签约仪式上，中国国家馆组委会委员、中国企业联合馆执行馆长王慧与加多宝集团品牌部副总经理王月贵共同签署“加多宝集团与2015米兰世博会合作协议”，成为“中国馆及中国企业馆官方指定凉茶”，届时，加多宝将通过米兰世博会的国际化大舞台，向全球推广中国正宗凉茶文化，打造世界认识中国的新名片。 好在签约仪式上，中国国家馆组委会委员、中国企业联合馆执行馆长王慧与加多宝集团品牌部副总经理王月贵共同签署“加多宝集团与2015米兰世博会合作协议”，成为“中国馆及中国企业馆官方指定凉茶”，届时，加多宝将通过米兰世博会的国际化大舞台，向全球推...展开全部,NULL,2015-04-18,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,燃***0,NULL,不干净，可能是人太多了吧，宾馆还可以，挺干净的,NULL,2015-04-18,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,瓶***事,NULL,非常大，环境保护的非常好，就是他们家晚上餐饮有点少,NULL,2015-04-17,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***包,NULL,不错，划算，非常推荐大家去，很值得一试。,NULL,2015-04-12,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,晴***腿,NULL,脏乱差 除了房间好不错其他真不敢恭维 最早来的那次 露天面积很大 这次就剩了三分之一了 全是小池子 紫等绿灯的 水面上飘着一层刚搓下来的泥 一股子一股子犯着臭味 够了 真的,NULL,2015-04-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,穿***猫,NULL,清明放假去的，前台办理入住需要很长时间，效率太低了！而且网页上介绍要去1区五大殿取票，实际要去16区取票，然后再回五大殿排队取温泉钥匙，网页上的说明不够详细！九华山庄的房间不大，感觉一般，还没如家大。温泉不错，就是室外的池子不太干净。感觉一般，性价比一般！ 清明放假去的，前台办理入住需要很长时间，效率太低了！而且网页上介绍要去1区五大殿取票，实际要去16区取票，然后再回五大殿排队取温泉钥匙，网页上的说明不够详细！九华山庄的房间不大，感觉一般，还没如家大。温泉不错，就是室外的池子不太干净。感觉一...展开全部,NULL,2015-04-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,瘦***T,NULL,当天决定去时买团票有些晚了，山庄团购部的美女很热情的帮助联系了网站，让我们能及时入住，朋友们玩儿的很开心，住宿环境很不错，温泉部的员工们也能热情介绍。唯一觉得有点欠缺的是洗浴部的浴巾没有干净的，饮用水也没有一次性的水杯可以喝点水，其他还算满意吧 当天决定去时买团票有些晚了，山庄团购部的美女很热情的帮助联系了网站，让我们能及时入住，朋友们玩儿的很开心，住宿环境很不错，温泉部的员工们也能热情介绍。唯一觉得有点欠缺的是洗浴部的浴巾没有干净的，饮用水也没有一次性的水杯可以喝点水，其他还算满...展开全部,NULL,2015-03-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,兔***0,NULL,性价比还可以吧 卫生状况还不错 比较安静,NULL,2015-03-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,_***马,NULL,九华装修后第一次去，感觉住的很好非常好！可温泉变少了，没以前有意思了,NULL,2015-03-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,咖***使,NULL,不错，有阳台的大房子，是高级的。比内里的普标好很多，约温泉也很方便，好 除了团购部门和前台的信息不对称，导致两次入住失败,NULL,2015-03-16,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***i,NULL,室外还好，池子太少了，室内刺鼻气味太浓了,NULL,2015-03-15,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,r***9,NULL,温泉水好，池子干净，室外温泉环境很好，尤其是室外游泳池，超赞！娱乐设施也很棒，乒乓球、台球玩儿的high翻天！真是超级棒的一次体验，以后一定还要再来！,NULL,2015-03-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
